property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type
house,independent,malibu town,4.6,26620.0,7,6,3,4.0,moderately old,1895.9498700623699,1728.0,1254.0,0,0,0,0,0,1
house,independent,sohna road,0.5,5555.0,2,1,2,1.0,moderately old,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,jacob pura,jacobpura,0.35,9722.0,2,1,No,,old property,1895.9498700623699,360.0,1254.0,0,0,0,0,0,2
house,independent,sector 37b,0.95,9500.0,5,3,2,2.0,relativelt new,1895.9498700623699,1000.0,1254.0,0,0,0,1,0,2
house,independent,sector 39,1.6,17937.0,1,1,2,2.0,old property,1895.9498700623699,892.0,1254.0,0,0,0,0,0,2
house,independent,garhi harsaru,0.29,3254.0,2,1,No,0.0,old property,1895.9498700623699,891.0,1254.0,0,0,0,0,0,2
house,"nirmal enclave, maruti kunj road",bhondsi,0.24,5333.0,2,2,No,2.0,relativelt new,1895.9498700623699,450.0,1254.0,0,0,0,0,0,2
house,independent,g block dlf city phase 1,5.6,30556.0,4,3,3,3.0,moderately old,1895.9498700623699,1800.0,1254.0,0,0,0,0,0,2
house,independent,manohar nagar,0.55,4583.0,2,2,No,2.0,undefined,1895.9498700623699,1600.0,1200.0,0,0,0,0,0,2
house,ansals palam vihar,palam vihar,5.0,12500.0,6,4,No,3.0,undefined,1895.9498700623699,4000.0,1254.0,0,0,0,0,0,2
house,independent,sector 39,1.8,21875.0,1,1,2,3.0,relativelt new,1895.9498700623699,800.0,720.0,0,0,0,0,0,2
house,independent,", delhi ncr",1.5,16667.0,9,3,3,3.0,undefined,1895.9498700623699,1600.0,900.0,0,0,0,0,0,2
house,ansal esencia sovereign floors,park view,1.05,7075.0,3,3,3,3.0,undefined,1895.9498700623699,1484.0,1225.0,0,0,0,0,0,2
house,independent,shakti nagar,1.8,8078.0,8,5,2,1.0,undefined,1895.9498700623699,1600.0,2228.0,0,0,0,0,0,2
house,independent,bhondsi,0.44,4251.0,3,2,1,1.0,relativelt new,1895.9498700623699,1600.0,115.0,0,0,0,1,1,2
house,rattan garden,new colony,0.83,17584.0,5,3,2,3.0,undefined,1895.9498700623699,1600.0,472.0,0,0,0,0,0,2
house,greenopolis,sector 89,0.7,5397.0,2,2,2,14.0,undefined,1895.9498700623699,1297.0,1254.0,0,0,0,0,0,2
house,independent,palam vihar extension,0.98,9074.0,9,4,3,1.0,undefined,1895.9498700623699,1600.0,120.0,0,0,0,0,0,2
house,independent,laxman vihar,0.47,3519.0,3,4,No,3.0,undefined,1895.9498700623699,1350.0,1254.0,0,0,0,0,0,2
house,independent,jyoti park,1.2,11194.0,5,4,2,3.0,undefined,1895.9498700623699,1072.0,1254.0,0,0,0,0,0,2
house,spaze privy,sector 72,3.09,6981.0,5,5,3,14.0,relativelt new,1895.9498700623699,3653.0,2922.0,0,1,0,0,0,0
house,satya the hermitage,sector 103,3.15,6702.0,4,5,No,12.0,undefined,1895.9498700623699,4700.0,1254.0,0,0,0,0,0,2
house,independent,sector 12a,1.7,9444.0,3,3,No,1.0,undefined,1895.9498700623699,200.0,180.0,0,0,0,0,0,2
house,independent,sector 1,4.75,10556.0,6,7,No,4.0,undefined,1895.9498700623699,4500.0,1254.0,0,0,0,0,0,2
house,independent,sector 9,1.65,18333.0,2,3,No,3.0,undefined,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,sare crescent parc royal greens phase 1,sector 92,0.85,4877.0,4,4,3,4.0,undefined,1895.9498700623699,1743.0,1254.0,0,0,0,0,0,2
house,independent,sohna  road,2.0,7479.0,4,3,No,1.0,undefined,1895.9498700623699,2674.0,1254.0,0,0,0,0,0,2
house,independent,vishnu garden,0.74,7400.0,3,3,No,2.0,undefined,1895.9498700623699,1000.0,1254.0,0,0,0,0,0,2
house,independent,sector 1,1.85,16003.0,4,3,2,3.0,undefined,1895.9498700623699,1600.0,1156.0,0,0,0,0,0,2
house,independent,ashok vihar phase 2,0.4,8000.0,2,1,No,1.0,undefined,1895.9498700623699,500.0,300.0,0,0,0,0,0,2
house,independent,ashok vihar phase 2,0.85,9444.0,5,3,3,1.0,undefined,1895.9498700623699,1600.0,900.0,0,0,0,0,0,2
house,independent,jyoti park,0.69,9103.0,1,1,1,2.0,undefined,1895.9498700623699,758.0,500.0,0,0,0,0,0,2
house,anshul,sector 6,0.85,7727.0,2,2,No,4.0,undefined,1895.9498700623699,1600.0,1100.0,0,0,0,0,0,2
house,independent,dlf phase 2,13.0,45710.0,6,8,3,,relativelt new,1895.9498700623699,2844.0,1254.0,1,1,1,1,0,1
house,independent,subhash nagar,1.4,8702.0,2,2,1,2.0,old property,1895.9498700623699,166.0,1254.0,0,0,0,0,0,2
house,independent,ravi nager basai road,1.8,5950.0,5,5,3,3.0,moderately old,1895.9498700623699,3025.0,1254.0,0,0,0,0,0,2
house,independent,begampur khatola,0.7,3500.0,4,4,No,2.0,undefined,1895.9498700623699,1600.0,2000.0,0,0,0,0,0,2
house,independent,dhankot,0.7,9722.0,4,3,2,3.0,relativelt new,1895.9498700623699,720.0,1254.0,0,0,1,1,0,2
house,shivpuri,shivpuri,2.4,8889.0,10,5,3,2.0,old property,1895.9498700623699,2700.0,1254.0,1,1,0,1,0,2
house,independent,c block sushant lok phase 1,3.35,26973.0,1,1,No,1.0,old property,1895.9498700623699,1242.0,1254.0,0,0,0,0,0,2
house,independent,nirvana country,7.0,32407.0,3,2,No,1.0,undefined,1895.9498700623699,240.0,1254.0,0,0,0,0,0,2
house,independent,sector 41,1.65,13750.0,1,1,No,1.0,undefined,1895.9498700623699,1200.0,1254.0,0,0,0,0,0,2
house,independent,sector 3a,0.6,6000.0,1,1,No,1.0,undefined,1895.9498700623699,1000.0,1254.0,0,0,0,0,0,2
house,independent,shivpuri,2.43,14890.0,4,4,2,3.0,old property,1895.9498700623699,345.0,1254.0,1,0,1,1,0,2
house,independent,sector 3,3.5,9210.0,1,1,No,1.0,undefined,1895.9498700623699,3800.0,1254.0,0,0,0,0,0,2
house,independent,sector 110,0.34,6800.0,1,1,No,1.0,undefined,1895.9498700623699,500.0,1254.0,0,0,0,0,0,2
house,independent,sector 6,0.75,10518.0,6,4,1,3.0,moderately old,1895.9498700623699,713.0,1254.0,0,0,0,0,0,2
house,independent,sector 3a,0.55,7333.0,1,1,No,1.0,undefined,1895.9498700623699,750.0,1254.0,0,0,0,0,0,2
house,independent,gandhi nagar,0.7,8101.0,4,2,No,2.0,old property,1895.9498700623699,864.0,1254.0,0,0,0,0,0,2
house,independent,jacobpura,1.2,14184.0,4,4,2,2.0,relativelt new,1895.9498700623699,846.0,1254.0,0,0,0,1,0,0
house,independent,sohna road,0.49,4260.0,2,2,1,3.0,new Property,1895.9498700623699,1150.0,1254.0,0,0,0,0,0,2
house,hans enclave,rajiv chowk,2.0,10582.0,10,10,3,3.0,moderately old,1895.9498700623699,210.0,1254.0,0,0,0,0,0,2
house,independent,devi lal colony gali no 12 gurgaon nr omkar public school,0.37,9390.0,1,1,No,3.0,moderately old,1895.9498700623699,394.0,1254.0,0,0,0,0,0,2
house,independent,sector 36,0.75,6938.0,3,1,No,1.0,undefined,1895.9498700623699,1081.0,1254.0,0,0,0,0,0,2
house,independent,sector 11,3.5,15555.0,10,1,No,1.0,new Property,1895.9498700623699,2250.0,1254.0,0,0,0,0,0,2
house,independent,dlf phase 1,4.5,33333.0,5,5,3,2.0,old property,1895.9498700623699,1350.0,1254.0,0,0,0,0,0,2
house,independent,sector 37d,1.16,7539.0,1,1,No,1.0,undefined,1895.9498700623699,1535.0,1254.0,0,0,0,0,0,2
house,independent,ashok vihar,0.9,10000.0,3,4,3,3.0,moderately old,1895.9498700623699,3500.0,1254.0,0,0,0,0,1,0
house,suncity avenue 76,sector 76,0.75,10067.0,2,2,2,11.0,new Property,1895.9498700623699,745.0,1254.0,0,0,0,0,0,2
house,independent,alipur,0.13,1649.0,1,1,No,0.0,relativelt new,1895.9498700623699,1600.0,788.0,0,0,0,0,0,2
house,sheetla enclave,sector 5,0.96,10000.0,7,4,2,3.0,moderately old,1895.9498700623699,945.0,1254.0,0,0,1,1,0,0
house,sneh vihar,sohna road,1.35,10000.0,5,5,3,4.0,relativelt new,1895.9498700623699,1350.0,1254.0,0,0,0,0,0,2
house,not applicable,laxman vihar,0.65,13000.0,2,1,1,3.0,moderately old,1895.9498700623699,500.0,1254.0,0,0,0,0,0,2
house,independent,dlf phase 3,11.0,28898.0,8,11,3,3.0,old property,1895.9498700623699,5000.0,1254.0,1,1,0,1,1,0
house,independent,sector 36 sohna,0.66,7168.0,2,2,3,4.0,new Property,1895.9498700623699,823.0,1254.0,0,0,0,0,0,2
house,independent,sector 14,4.6,20444.0,1,1,No,1.0,undefined,1895.9498700623699,2250.0,1254.0,0,0,0,0,0,2
house,independent,sushant lok phase 1,1.9,35185.0,3,3,3,3.0,old property,1895.9498700623699,60.0,1254.0,0,0,0,0,0,1
house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,new Property,1895.9498700623699,2385.0,1254.0,0,0,0,0,0,2
house,independent,shivaji nagar,2.5,17857.0,5,4,3,1.0,old property,1895.9498700623699,1850.0,1254.0,0,0,1,0,0,2
house,independent,daulatabad,0.7,7000.0,2,2,1,5.0,undefined,1895.9498700623699,1000.0,509.0,0,0,0,0,0,2
house,rattan vihar rajendra park,dwarka expressway,0.85,14166.0,5,5,3,4.0,new Property,1895.9498700623699,600.0,1254.0,0,0,0,0,0,2
house,suncity township,sector 54,2.0,30968.0,9,9,3,11.0,relativelt new,1895.9498700623699,60.0,59.0,0,1,0,0,0,1
house,independent,palam vihar extension,0.7,7777.0,1,1,No,1.0,undefined,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,independent,new colony,0.89,18658.0,5,3,2,2.0,old property,1895.9498700623699,477.0,1254.0,0,0,0,0,0,2
house,independent,sector 69,0.8,10484.0,1,1,No,1.0,undefined,1895.9498700623699,763.0,1254.0,0,0,0,0,0,2
house,independent,sector 81,0.89,8127.0,1,1,No,1.0,undefined,1895.9498700623699,1095.0,1254.0,0,0,0,0,0,2
house,independent,sector 108,1.34,5000.0,1,1,No,1.0,undefined,1895.9498700623699,2680.0,1254.0,0,0,0,0,0,2
house,independent,jacobpura,1.7,8000.0,5,5,3,3.0,moderately old,1895.9498700623699,2000.0,1254.0,0,0,0,1,1,2
house,independent,sector 39,0.34,7555.0,1,1,1,1.0,undefined,1895.9498700623699,450.0,1254.0,0,0,0,0,0,2
house,independent,rajendra park,9.9,49500.0,2,2,2,3.0,undefined,1895.9498700623699,2000.0,1800.0,0,0,0,0,0,2
house,ashok vihar phase iii extension,ashok vihar phase 3 extension,0.4,8889.0,7,4,3,4.0,new Property,1895.9498700623699,450.0,1254.0,0,0,0,1,0,2
house,independent,sushant lok phase 1,2.15,13030.0,1,1,No,1.0,undefined,1895.9498700623699,1650.0,1254.0,0,0,0,0,0,2
house,independent,saraswati enclave,0.45,8333.0,4,2,1,2.0,relativelt new,1895.9498700623699,540.0,1254.0,0,0,0,0,0,2
house,independent,sec 3 bhim vihar part 1 bhimgher kheri,0.58,10610.0,2,3,2,2.0,relativelt new,1895.9498700623699,1200.0,1000.0,0,0,0,0,0,2
house,independent,near euro,1.7,18889.0,5,4,3,3.0,moderately old,1895.9498700623699,61.0,60.0,0,0,0,0,0,2
house,independent,west rajiv nagar,0.46,7302.0,6,3,3,3.0,moderately old,1895.9498700623699,630.0,1254.0,0,0,0,0,0,2
house,independent,sector 3,0.8,8155.0,5,4,1,2.0,moderately old,1895.9498700623699,981.0,1254.0,0,0,0,0,0,2
house,independent,bhimgarh kheri phase 3,0.58,10591.0,2,3,2,2.0,relativelt new,1895.9498700623699,1000.0,900.0,0,0,0,0,0,2
house,independent,dlf phase 3,2.6,24074.0,4,4,3,4.0,relativelt new,1895.9498700623699,1080.0,1254.0,1,0,1,1,0,1
house,project mianwali colony,mianwali colony,2.0,14815.0,5,5,2,3.0,undefined,1895.9498700623699,1350.0,1254.0,0,0,0,0,0,2
house,independent,acharya puri,2.25,9615.0,3,2,1,1.0,old property,1895.9498700623699,250.0,245.0,0,1,0,1,0,2
house,nitin vihar,sector 33,0.85,9444.0,3,2,No,1.0,relativelt new,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,hans enclave,rajiv chowk,2.0,10101.0,11,10,3,3.0,old property,1895.9498700623699,210.0,200.0,0,0,1,1,0,2
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,old property,1895.9498700623699,4518.0,1254.0,0,0,0,0,0,2
house,independent,dlf phase 3,3.5,32407.0,5,4,3,3.0,old property,1895.9498700623699,1080.0,1254.0,0,0,0,0,0,2
house,independent,laxman vihar,0.55,6813.0,2,1,1,1.0,moderately old,1895.9498700623699,75.0,1254.0,0,0,0,0,0,2
house,independent,new colony,6.5,15046.0,3,2,3,,old property,1895.9498700623699,4320.0,1254.0,0,0,0,0,0,2
house,independent,dlf phase 4,1.39,11583.0,2,2,1,3.0,old property,1895.9498700623699,1450.0,1200.0,0,0,1,0,0,2
house,independent,dharam colony,0.7,6034.0,3,3,No,1.0,relativelt new,1895.9498700623699,1160.0,1254.0,0,0,0,0,0,2
house,independent,sector 8,0.59,10085.0,2,2,2,2.0,moderately old,1895.9498700623699,585.0,1254.0,0,0,0,0,1,2
house,independent,sector 53,4.0,17778.0,5,5,2,3.0,relativelt new,1895.9498700623699,2250.0,1254.0,1,0,0,0,0,2
house,independent,sector 50,12.5,40611.0,6,5,3,4.0,moderately old,1895.9498700623699,3078.0,1254.0,1,1,0,1,0,0
house,u block dlf phase 3 road no 21,dlf phase 3,1.6,29630.0,7,5,3,4.0,old property,1895.9498700623699,540.0,1254.0,0,0,0,0,0,2
house,dlf city plots phase 3,dlf phase 3,1.6,29629.0,8,5,3,4.0,old property,1895.9498700623699,540.0,500.0,0,0,0,0,0,2
house,independent,mianwali colony,2.9,10740.0,7,7,3,2.0,old property,1895.9498700623699,2700.0,1254.0,0,0,0,0,0,2
house,palam vihar extension west zone rwa,palam vihar extension,0.4,4444.0,6,4,2,2.0,moderately old,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,independent,sector 39,1.7,17980.0,2,2,3,3.0,moderately old,1895.9498700623699,900.0,1254.0,0,1,1,0,0,2
house,cloudnine cottages,sohna road,5.5,55000.0,3,3,No,1.0,moderately old,1895.9498700623699,1000.0,1254.0,0,0,0,0,0,2
house,ss aaron ville,uppals southend,6.75,19737.0,5,4,2,2.0,old property,1895.9498700623699,3420.0,1254.0,1,1,1,0,0,2
house,landmark house,sector 43,2.75,25463.0,3,3,1,2.0,moderately old,1895.9498700623699,1080.0,1254.0,0,0,0,1,0,2
house,independent,baldev nagar,0.27,12000.0,2,2,1,2.0,moderately old,1895.9498700623699,225.0,1254.0,0,0,0,0,0,2
house,independent,ashok vihar phase 3 extension,0.7,7007.0,2,3,1,1.0,relativelt new,1895.9498700623699,999.0,1254.0,0,0,1,1,0,2
house,independent,sohna road,0.95,8920.0,10,10,3,3.0,new Property,1895.9498700623699,1065.0,1254.0,0,0,0,0,0,2
house,independent,dlf phase 1,8.1,35294.0,5,5,2,4.0,old property,1895.9498700623699,2295.0,1254.0,0,0,0,0,0,2
house,independent,"laxmna vihar, phase 2",0.38,8254.0,1,1,1,1.0,relativelt new,1895.9498700623699,52.5,1254.0,0,0,0,0,1,2
house,independent,surat nagar 1,0.6,5128.0,7,3,1,2.0,moderately old,1895.9498700623699,1170.0,1254.0,0,0,0,0,0,2
house,palam vihar extension west zone rwa,palam vihar extension,0.65,5777.0,2,2,1,1.0,moderately old,1895.9498700623699,1125.0,1254.0,0,0,1,0,0,2
house,independent,sector 17b,7.2,15926.0,4,4,2,1.0,old property,1895.9498700623699,4494.0,1254.0,0,1,1,0,0,2
house,independent,mianwali colony,1.5,11111.0,5,5,2,3.0,old property,1895.9498700623699,1350.0,1254.0,0,0,0,0,0,2
house,dlf city plots phase 2,dlf phase 2,15.5,34307.0,5,6,3,3.0,moderately old,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,2
house,independent,dlf phase 1,14.75,51864.0,16,20,3,4.0,new Property,1895.9498700623699,2844.0,1254.0,1,1,1,1,0,0
house,dlf city plots,dlf phase 1,20.0,44265.0,16,20,3,4.0,new Property,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,0
house,dlf city plots phase 4,dlf phase 4,9.54,29444.0,6,5,3,3.0,new Property,1895.9498700623699,3240.0,1254.0,1,1,1,1,0,2
house,dlf city plots phase 2,dlf phase 2,10.55,39074.0,5,6,3,3.0,moderately old,1895.9498700623699,2700.0,1254.0,1,1,1,1,0,2
house,dlf city plots,dlf phase 1,17.3,38734.0,6,7,3,3.0,new Property,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,0
house,independent,palam vihar,3.65,23442.0,9,9,3,3.0,new Property,1895.9498700623699,1557.0,1254.0,0,1,0,1,0,0
house,independent,dlf phase 1,18.9,41833.0,6,8,2,3.0,relativelt new,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,0
house,independent,south city 1,9.0,27778.0,8,5,3,3.0,old property,1895.9498700623699,3240.0,1254.0,0,1,1,1,0,0
house,independent,sector 40,2.15,23889.0,3,3,3,3.0,moderately old,1895.9498700623699,900.0,1254.0,1,0,1,1,0,2
house,independent,sector 51,2.25,25000.0,6,3,3,3.0,relativelt new,1895.9498700623699,900.0,1254.0,0,0,0,0,0,2
house,uppal southend,uppals southend,6.75,31915.0,12,12,3,3.0,moderately old,1895.9498700623699,2115.0,1254.0,0,0,0,0,1,2
house,independent,sector 105,0.6,11102.0,8,4,3,3.0,new Property,1895.9498700623699,540.0,1254.0,0,0,0,0,0,2
house,nirvana cedar crest,nirvana country,3.99,8866.0,4,5,3,4.0,new Property,1895.9498700623699,4500.0,1254.0,0,1,0,1,0,0
house,independent,sector 46,6.81,36911.0,12,14,3,,new Property,1895.9498700623699,1845.0,1254.0,0,1,0,0,1,0
house,dlf city plots phase 2,dlf phase 2,6.5,36111.0,5,5,3,3.0,old property,1895.9498700623699,1800.0,1254.0,1,1,1,1,0,0
house,kothi,sector 17b,6.95,15444.0,4,4,3,2.0,old property,1895.9498700623699,3500.0,1254.0,1,1,1,1,0,2
house,birla navya,sector 63a,3.85,15437.0,3,3,3,4.0,new Property,1895.9498700623699,1600.0,2494.0,0,1,0,0,0,0
house,vatika signature villas,sector 82,3.2,14351.0,3,4,3,1.0,new Property,1895.9498700623699,2160.0,1254.0,1,1,1,1,0,2
house,malibu towne,malibu town,8.81,27191.0,8,6,3,3.0,moderately old,1895.9498700623699,3240.0,1254.0,1,1,0,0,1,0
house,independent,dlf phase 1,8.9,32963.0,4,4,3,2.0,old property,1895.9498700623699,2700.0,1254.0,1,1,1,1,0,2
house,dlf city plots phase 2,dlf phase 2,6.5,33592.0,9,9,3,3.0,old property,1895.9498700623699,1935.0,1254.0,1,1,1,1,0,0
house,independent,sector 45,4.49,24455.0,9,9,3,3.0,moderately old,1895.9498700623699,1836.0,1254.0,0,0,0,0,1,0
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3,2.0,relativelt new,1895.9498700623699,3600.0,1254.0,1,1,1,1,0,2
house,independent,sector 14,4.15,18444.0,5,4,2,2.0,old property,1895.9498700623699,2250.0,1254.0,0,0,0,0,0,0
house,independent,ansal plaza,2.9,11600.0,4,4,3,2.0,relativelt new,1895.9498700623699,2500.0,1254.0,0,1,0,0,0,0
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3,4.0,new Property,1895.9498700623699,3150.0,1254.0,0,1,0,1,0,2
house,independent,south city 1,11.0,33951.0,4,4,2,3.0,new Property,1895.9498700623699,3240.0,1254.0,1,1,0,1,0,0
house,central park flower valley cerise floors,sector-33 sohna,1.35,11157.0,2,2,2,4.0,new Property,1895.9498700623699,1210.0,1254.0,1,0,0,0,0,1
house,independent,laxman vihar phase 2,1.9,8444.0,4,3,2,2.0,moderately old,1895.9498700623699,1600.0,190.0,0,0,1,1,0,0
house,independent,sector 56,3.25,21495.0,5,6,3,4.0,relativelt new,1895.9498700623699,1512.0,1254.0,0,0,0,1,1,0
house,dlf city plots,dlf phase 1,19.0,42054.0,6,6,3,2.0,relativelt new,1895.9498700623699,4518.0,1254.0,1,1,0,0,0,0
house,independent,sector 55,5.6,20741.0,6,4,3,3.0,old property,1895.9498700623699,2700.0,1254.0,0,1,0,0,0,0
house,independent,a block sushant lok phase 1,2.55,13178.0,3,3,2,3.0,relativelt new,1895.9498700623699,215.0,1254.0,0,0,0,0,0,0
house,independent,ansal plaza,2.4,12000.0,3,3,2,2.0,moderately old,1895.9498700623699,2000.0,1254.0,0,0,1,1,0,2
house,independent,sector 10a,1.7,18888.0,2,1,2,2.0,old property,1895.9498700623699,900.0,1254.0,0,0,0,0,1,2
house,eros rosewood city,sector 49,1.6,31481.0,4,4,3,4.0,new Property,1895.9498700623699,60.0,1254.0,0,0,0,0,0,0
house,satya the hermitage,sector 103,4.35,13501.0,4,4,3,2.0,relativelt new,1895.9498700623699,3222.0,1254.0,1,1,1,1,0,0
house,vatika india next,sector 82,6.8,20988.0,4,4,3,3.0,relativelt new,1895.9498700623699,3240.0,1254.0,0,1,0,0,0,1
house,independent,sushant lok phase 2,4.6,21296.0,3,3,3,2.0,old property,1895.9498700623699,2160.0,1254.0,0,1,1,1,0,0
house,emaar emerald hills,sector 65,12.5,34722.0,4,4,3,2.0,relativelt new,1895.9498700623699,3600.0,1254.0,1,1,0,0,0,2
house,ansal api spanish court,palam vihar,2.9,18626.0,4,4,3,2.0,relativelt new,1895.9498700623699,1415.0,1350.0,0,0,1,0,0,0
house,independent,sector 27,8.0,26298.0,9,9,3,4.0,relativelt new,1895.9498700623699,3042.0,1254.0,1,1,1,1,0,1
house,independent,sushant lok phase 1,2.25,7500.0,11,11,3,5.0,new Property,1895.9498700623699,3000.0,1254.0,0,0,0,0,1,1
house,independent,sushant lok phase 3,8.31,24171.0,5,6,3,4.0,old property,1895.9498700623699,3438.0,1254.0,1,1,1,1,0,2
house,independent,sushant lok phase 3,6.21,23000.0,6,6,3,4.0,old property,1895.9498700623699,2700.0,1254.0,1,1,1,1,0,2
house,independent,greenwood city,7.35,29697.0,6,4,3,3.0,old property,1895.9498700623699,2475.0,1254.0,1,1,1,1,0,0
house,dlf city plots phase 2,dlf phase 2,4.5,33333.0,5,3,2,3.0,old property,1895.9498700623699,1350.0,1254.0,0,0,1,1,0,2
house,independent,dlf phase 2,6.5,36111.0,4,3,3,3.0,moderately old,1895.9498700623699,1800.0,1254.0,1,0,0,1,0,2
house,4s aradhya homes,sector 67a,1.83,6778.0,4,4,2,4.0,new Property,1895.9498700623699,2700.0,1254.0,0,0,0,1,0,0
house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,2.0,moderately old,1895.9498700623699,3222.0,1254.0,1,1,1,1,0,0
house,independent,sector 46,6.5,27461.0,12,12,3,4.0,relativelt new,1895.9498700623699,2367.0,1254.0,1,0,0,1,0,0
house,dlf city plots phase 2,dlf phase 2,7.5,31686.0,9,9,3,4.0,relativelt new,1895.9498700623699,2300.5,1254.0,1,1,0,1,0,0
house,ireo victory valley,sector 67,8.0,22222.0,6,7,3,51.0,moderately old,1895.9498700623699,3600.0,1254.0,1,1,0,1,0,0
house,independent,sector 46,5.5,23061.0,8,8,3,3.0,moderately old,1895.9498700623699,2385.0,1254.0,1,0,0,0,1,0
house,independent,dlf phase 2,4.35,32222.0,5,4,3,3.0,old property,1895.9498700623699,1350.0,1254.0,0,1,0,0,0,2
house,ansals palam vihar,palam vihar,2.75,17662.0,3,3,3,2.0,moderately old,1895.9498700623699,1557.0,1254.0,1,0,0,1,0,0
house,dlf city plots,dlf phase 1,18.0,39841.0,6,6,2,3.0,old property,1895.9498700623699,4518.0,1254.0,0,1,0,1,1,0
house,dlf city plots,dlf phase 1,17.0,37627.0,5,6,3,2.0,old property,1895.9498700623699,4518.0,1254.0,0,1,1,1,0,0
house,ansal florence super,sector 57,3.75,23148.0,3,4,3,2.0,moderately old,1895.9498700623699,1600.0,300.0,1,1,1,0,0,0
house,dlf city plots,dlf phase 1,13.5,29880.0,5,5,3,2.0,old property,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,0
house,independent,sector 22,4.75,20068.0,7,5,3,3.0,old property,1895.9498700623699,261.0,259.0,0,0,0,1,1,0
house,independent,sector 23a,5.1,16569.0,3,2,No,1.0,old property,1895.9498700623699,125.0,100.0,0,0,0,0,1,2
house,independent,sector 38,3.9,21242.0,6,6,3,3.0,moderately old,1895.9498700623699,1836.0,1254.0,1,1,0,1,0,2
house,independent,nirvana country,10.55,32562.0,5,5,3,2.0,moderately old,1895.9498700623699,3240.0,1254.0,1,1,0,0,0,2
house,smart world orchard,sector 61,2.01,13000.0,3,3,3,4.0,under construction,1895.9498700623699,1549.0,1254.0,0,0,0,0,0,2
house,independent,sector 31,3.25,22429.0,4,4,3,3.0,moderately old,1895.9498700623699,1449.0,1254.0,1,1,1,1,0,0
house,independent,sector 31,9.25,39530.0,12,12,3,4.0,new Property,1895.9498700623699,262.0,260.0,0,1,0,1,1,1
house,bptp visionnaire,sector 70a,6.0,22222.0,5,4,3,3.0,new Property,1895.9498700623699,2700.0,1254.0,1,0,0,0,0,2
house,independent,dlf phase 3,5.25,38889.0,4,4,3,2.0,relativelt new,1895.9498700623699,160.0,150.0,0,1,0,1,0,0
house,dlf city plots,dlf phase 1,26.0,57206.0,6,7,3,2.0,new Property,1895.9498700623699,4545.0,1254.0,1,1,0,1,1,0
house,unitech south city,sector 50,5.88,27222.0,9,9,3,3.0,relativelt new,1895.9498700623699,2160.0,1254.0,1,1,0,1,1,1
house,independent,laxman vihar,0.47,10601.0,2,2,1,2.0,new Property,1895.9498700623699,50.0,48.0,1,0,0,0,0,0
house,unitech espace,nirvana country,10.45,32253.0,5,7,3,3.0,moderately old,1895.9498700623699,3240.0,1254.0,1,1,0,1,1,0
house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3,3.0,relativelt new,1895.9498700623699,3240.0,1254.0,1,1,1,1,0,0
house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,moderately old,1895.9498700623699,366.0,1254.0,0,1,1,0,0,0
house,independent,sector 46,4.35,23693.0,8,8,2,3.0,relativelt new,1895.9498700623699,1836.0,1254.0,1,0,0,1,0,0
house,independent,palam vihar,2.95,15989.0,4,4,3,2.0,old property,1895.9498700623699,1845.0,1254.0,0,0,0,0,0,2
house,independent,palam vihar,3.0,19268.0,6,4,3,3.0,old property,1895.9498700623699,1557.0,1254.0,0,0,0,0,0,0
house,independent,palam vihar,1.15,19360.0,3,3,2,2.0,old property,1895.9498700623699,594.0,1254.0,0,0,0,0,0,0
house,luxury dlf city floors,dlf phase 1,8.25,45833.0,12,12,3,4.0,new Property,1895.9498700623699,1800.0,1254.0,0,1,0,0,0,0
house,dlf city plots,dlf phase 1,13.5,29880.0,5,5,2,2.0,moderately old,1895.9498700623699,4518.0,1254.0,1,1,0,0,1,0
house,independent,dlf phase 1,18.0,39841.0,5,4,3,4.0,moderately old,1895.9498700623699,4518.0,1254.0,1,1,1,1,0,0
house,independent,dlf phase 1,5.8,32222.0,4,3,2,2.0,relativelt new,1895.9498700623699,1800.0,1254.0,0,0,1,0,0,2
house,ss hibiscus,sector 50,12.5,40850.0,4,4,3,2.0,relativelt new,1895.9498700623699,410.0,340.0,1,1,0,0,0,1
house,dlf floors phase 3,dlf phase 3,3.51,12342.0,4,4,3,4.0,under construction,1895.9498700623699,2844.0,1254.0,1,1,1,1,0,0
